iter	RMSE
1515	0.2282411983
1516	0.2280869493
1517	0.2279384138
1518	0.2277116136
1519	0.227511182
1520	0.2272882056
1521	0.2270903359
1522	0.2268373648
1523	0.2267485392
1524	0.2266647014
1525	0.2263989678
1526	0.2262566093
1527	0.226116994
1528	0.2259789042
1529	0.2257865713
1530	0.2256182087
1531	0.2255557044
1532	0.2254512454
1533	0.2251368314
1534	0.2248411409
1535	0.2247929575
1536	0.2244239136
1537	0.2243046575
1538	0.2241080152
1539	0.2239269227
1540	0.223696512
1541	0.2235455501
1542	0.2234497955
1543	0.223365969
1544	0.2232157481
1545	0.2231314537
1546	0.2229944258
1547	0.2227770379
1548	0.2225881369
1549	0.2224722466
1550	0.2223605297
1551	0.2221755658
1552	0.2218842487
1553	0.2215868259
1554	0.2213957508
1555	0.2212435295
1556	0.2211883537
1557	0.221030827
1558	0.2208857147
1559	0.2208174042
1560	0.2206679057
1561	0.2205382697
1562	0.2204073253
1563	0.2202119975
1564	0.2200072336
1565	0.2199301533
1566	0.219709953
1567	0.2196026558
1568	0.2194162934
1569	0.2192345361
1570	0.2190247627
1571	0.2189258352
1572	0.2187767251
1573	0.2186733843
1574	0.2186124005
1575	0.2184064887
1576	0.2181643507
1577	0.2180929898
1578	0.2178816468
1579	0.2176198944
1580	0.2173586243
1581	0.2171890147
1582	0.2169497196
1583	0.2167718321
1584	0.2166054865
1585	0.2164491681
1586	0.2163098962
1587	0.2161641568
1588	0.2159888243
1589	0.2159258801
1590	0.2158370903
1591	0.2157606162
1592	0.2156743632
1593	0.215526213
1594	0.2154632584
1595	0.2153459299
1596	0.2152495508
1597	0.2151116042
1598	0.214981529
1599	0.2148135655
1600	0.214637529
1601	0.2144700947
1602	0.2143534512
1603	0.2142019304
1604	0.2140482941
1605	0.2139665345
1606	0.2138071039
1607	0.2135610968
1608	0.2132182277
1609	0.2131028643
1610	0.2129848624
1611	0.2128741763
1612	0.2127802439
1613	0.212579357
1614	0.2124628721
1615	0.2123190935
1616	0.2122005768
1617	0.2118996492
1618	0.2117712303
1619	0.2116495376
1620	0.211496737
1621	0.2113741569
1622	0.211208946
1623	0.2110404154
1624	0.2108990668
1625	0.2107786816
1626	0.2106535547
1627	0.2104683881
1628	0.2103585332
1629	0.2101435278
1630	0.2099755818
1631	0.2099430103
1632	0.2098359434
1633	0.2097473057
1634	0.2095986996
1635	0.2095005531
1636	0.2093036777
1637	0.2091927711
1638	0.2090831706
1639	0.2089959358
1640	0.2089060337
1641	0.2088059379
1642	0.2087100453
1643	0.2085923961
1644	0.2084759239
1645	0.2082712716
1646	0.2080863589
1647	0.2078281634
1648	0.207681884
1649	0.2075846638
1650	0.2075049632
1651	0.2074521509
1652	0.2072537674
1653	0.207097526
1654	0.2068789644
1655	0.2067553675
1656	0.2065883936
1657	0.2064575839
1658	0.2062469027
1659	0.2061673607
1660	0.2060290577
1661	0.2059240745
1662	0.2058512723
1663	0.2057956572
1664	0.2056699192
1665	0.2055510754
1666	0.2053925051
1667	0.2052792176
1668	0.2051007006
1669	0.2049195438
1670	0.2048421355
1671	0.2046549466
1672	0.2045039775
1673	0.2044058128
1674	0.2041380136
1675	0.204081762
1676	0.2038865954
1677	0.2038031684
1678	0.2037051841
1679	0.2035747383
1680	0.2034240744
1681	0.2033388358
1682	0.2032196602
1683	0.2030374626
1684	0.2029336741
1685	0.2028346764
1686	0.2026819554
1687	0.2025740726
1688	0.2024715746
1689	0.202221921
1690	0.2020879691
1691	0.20198504
1692	0.2018996563
1693	0.2017975698
1694	0.2016126004
1695	0.2015047869
1696	0.2013587776
1697	0.201240474
1698	0.2011486506
1699	0.201042264
1700	0.200975077
1701	0.2008287293
1702	0.2006442461
1703	0.2003918526
1704	0.2000958774
1705	0.1999736715
1706	0.199928173
1707	0.1997627834
1708	0.1996200872
1709	0.199518016
1710	0.1993503614
1711	0.1992808616
1712	0.1991759532
1713	0.1990072499
1714	0.1989231198
1715	0.1987135982
1716	0.1986362917
1717	0.1984476951
1718	0.1983483214
1719	0.1982372829
1720	0.1981877618
1721	0.198017262
1722	0.1979639928
1723	0.1978229186
1724	0.1977537923
1725	0.1975835542
1726	0.1974329417
1727	0.1972775297
1728	0.1970893168
1729	0.1970166204
1730	0.196925261
1731	0.1967755382
1732	0.1967155276
1733	0.1966551103
1734	0.1965317734
1735	0.1964083645
1736	0.1962367028
1737	0.1960971158
1738	0.1960455884
1739	0.19587942
1740	0.1957253409
1741	0.1956549252
1742	0.1955840579
1743	0.1955027348
1744	0.1953821767
1745	0.1952509287
1746	0.1952007513
1747	0.1950102917
1748	0.1949434623
1749	0.1948529077
1750	0.1947353133
1751	0.1945573791
1752	0.1944507504
1753	0.1943280887
1754	0.1942746633
1755	0.194139036
1756	0.1941043566
1757	0.1940315326
1758	0.1939547528
1759	0.1937809423
1760	0.1935857554
1761	0.1933937844
1762	0.1932914093
1763	0.1931839232
1764	0.1930903723
1765	0.1930053376
1766	0.1929088081
1767	0.1926796373
1768	0.1926092783
1769	0.1925175051
1770	0.1924232056
1771	0.1923665423
1772	0.1922112899
1773	0.1920733211
1774	0.1919405084
1775	0.1916920161
1776	0.1913244683
1777	0.1912377202
1778	0.1911768353
1779	0.1909475247
1780	0.1908547975
1781	0.1907661994
1782	0.1906186736
1783	0.1905185133
1784	0.1903186263
1785	0.1901747163
1786	0.1900131272
1787	0.189911485
1788	0.1898363232
1789	0.1897273019
1790	0.1894968904
1791	0.1892814224
1792	0.1891727594
1793	0.189047947
1794	0.1890011214
1795	0.1889174488
1796	0.1887432987
1797	0.188634326
1798	0.1884199794
1799	0.1882351851
1800	0.1881082626
1801	0.1880181939
1802	0.1877511853
1803	0.1876056469
1804	0.1875559182
1805	0.1874841574
1806	0.1874210882
1807	0.1872987263
1808	0.1872353131
1809	0.187107197
1810	0.186996168
1811	0.1869182786
1812	0.186721584
1813	0.1866267506
1814	0.1865793032
1815	0.1864765238
1816	0.1864164171
1817	0.1863412223
1818	0.1862633789
1819	0.1861625116
1820	0.186072267
1821	0.1860146699
1822	0.1858791397
1823	0.1857218524
1824	0.1856049817
1825	0.1855024995
1826	0.1853969597
1827	0.185350709
1828	0.1853382009
1829	0.1851993963
1830	0.1850863749
1831	0.1849030274
1832	0.1848242394
1833	0.1847238496
1834	0.1846070329
1835	0.1845102582
1836	0.1844025375
1837	0.1841949139
1838	0.1841104553
1839	0.1839484403
1840	0.1838312773
1841	0.1837030732
1842	0.1836630915
1843	0.1835294689
1844	0.1834094813
1845	0.1832877596
1846	0.183208007
1847	0.1830500692
1848	0.1830046494
1849	0.1829250566
1850	0.1828117096
1851	0.1826464473
1852	0.1825687545
1853	0.182392356
1854	0.1822578183
1855	0.1821039393
1856	0.1819927147
1857	0.1818304452
1858	0.1817885855
1859	0.1816019876
1860	0.1815624982
1861	0.1814557855
1862	0.1813613158
1863	0.1812827092
1864	0.1810880727
1865	0.1809825795
1866	0.1808130128
1867	0.1807599866
1868	0.180652647
1869	0.1805083804
1870	0.1804129319
1871	0.1802766043
1872	0.180197119
1873	0.18011837
1874	0.1799755881
1875	0.179866296
1876	0.1798006262
1877	0.1797060515
1878	0.1795595081
1879	0.1794913121
1880	0.1793784929
1881	0.179273347
1882	0.1792245202
1883	0.1790463681
1884	0.1789827429
1885	0.1788664304
1886	0.178766261
1887	0.178645436
1888	0.1784501849
1889	0.1783488217
1890	0.1781780528
1891	0.1780672199
1892	0.1778246026
1893	0.1776919242
1894	0.1776186301
1895	0.1775353954
1896	0.1773383267
1897	0.1771881251
1898	0.1771146694
1899	0.177015258
1900	0.17692067
1901	0.1768351122
1902	0.1766807907
1903	0.1765355405
1904	0.176444299
1905	0.1763728845
1906	0.1762927517
1907	0.176076037
1908	0.1759330276
1909	0.1757868514
1910	0.1756556021
1911	0.1754437771
1912	0.1753583829
1913	0.175242322
1914	0.175138978
1915	0.1749761227
1916	0.1748095612
1917	0.1747286801
1918	0.1745235314
1919	0.1744814055
1920	0.1743738114
1921	0.174274927
1922	0.1742143107
1923	0.1741154073
1924	0.1740603411
1925	0.1739261591
1926	0.173784471
1927	0.1737287234
1928	0.1736527832
1929	0.1735868098
1930	0.1735339659
1931	0.1734161991
1932	0.1732833458
1933	0.1731503839
1934	0.1730979625
1935	0.1729971585
1936	0.1728826345
1937	0.1727346513
1938	0.1726803494
1939	0.1725406718
1940	0.1724966267
1941	0.1723958524
1942	0.1722477377
1943	0.1721719242
1944	0.1720177452
1945	0.1718186069
1946	0.1716989458
1947	0.1716406119
1948	0.1715520684
1949	0.1714404169
1950	0.1713786932
1951	0.1712987125
1952	0.1711964667
1953	0.1710924891
1954	0.1709683446
1955	0.1709365127
1956	0.1708400126
1957	0.1705835969
1958	0.1704903979
1959	0.1703504666
1960	0.1703279497
1961	0.1701687945
1962	0.1701049416
1963	0.1699972558
1964	0.169918444
1965	0.169826464
1966	0.1696909091
1967	0.1695325085
1968	0.1693875512
1969	0.169267951
1970	0.169174273
1971	0.1690714147
1972	0.168889541
1973	0.1688137875
1974	0.1687666742
1975	0.1686839332
1976	0.1686211472
1977	0.1683709791
1978	0.1683050919
1979	0.1681527482
1980	0.1680096437
1981	0.1679434107
1982	0.167795545
1983	0.1676769233
1984	0.1674692107
1985	0.1673123573
1986	0.1672542343
1987	0.1671769661
1988	0.1670931584
1989	0.1669523817
1990	0.166846694
1991	0.1667022775
1992	0.1665897308
1993	0.166517442
1994	0.1664035147
1995	0.1663675121
1996	0.1663112381
1997	0.1662196284
1998	0.1661495337
1999	0.1660591417
